Ctip Ctail W Al s(1) s(2) s(3) s(4) RMSD
919 1 0.0585012 -16.8988 0.366487 5.76374 4.5498 3.29375 1.77411 4.49309
920 1 0.0575045 -16.6838 0.425298 6.59617 4.53752 3.44344 2.13735 4.0241
921 1 0.0560336 -19.8244 0.355223 6.62075 4.77518 2.87153 1.58305 5.81019
922 1 0.0616475 -16.7196 0.393404 5.90947 4.96272 3.79882 2.0405 4.60757
923 1 0.0543058 -17.3998 0.373183 5.59349 4.70966 3.46201 1.80766 5.10771
924 1 0.0516879 -15.2905 0.443067 6.31994 4.92333 4.38433 2.83932 4.14204
925 1 0.0553861 -19.881 0.378624 6.36384 4.42139 3.02204 1.60321 6.5483
926 1 0.0517027 -18.902 0.365713 7.26988 4.59262 3.55725 2.04761 5.4682
927 1 0.0539973 -17.1206 0.382093 4.71465 5.30754 4.18622 1.82044 5.42473
928 1 0.0493998 -17.3853 0.397339 5.29812 4.98778 3.99497 1.94732 5.38836
929 1 0.0455757 -20.1604 0.366738 5.62257 4.97326 3.32277 1.6686 5.89861
930 1 0.0539841 -16.58 0.392485 5.38082 4.86818 4.27962 2.09809 4.86948
931 1 0.0500789 -18.0295 0.399948 5.82728 4.87512 3.72809 2.05782 5.06141
932 1 0.0664576 -17.5818 0.38088 6.08676 5.58218 3.59412 1.99784 5.7046
933 1 0.0385932 -19.438 0.392312 6.46627 4.84192 3.78258 2.25966 5.34405
934 1 0.0484258 -19.0651 0.388281 5.7472 5.14038 3.81101 2.03419 5.62047
935 1 0.0530252 -15.9625 0.442117 7.49624 4.2139 3.48761 2.59432 4.7202
936 1 0.0558601 -15.8851 0.40546 7.14616 3.79869 3.56421 2.17186 5.18106
937 1 0.0579154 -14.3706 0.430855 7.01569 4.11052 3.93645 2.67016 4.80913
938 1 0.0842696 -4.57213 1 9.10888 5.8551 3.37989 1.93832 6.74655
939 1 0.0550458 -21.8673 0.367428 9.33049 5.40583 2.61841 1.69135 7.96166
940 1 0.0381496 -16.9702 0.405924 6.09402 4.53534 3.79142 2.27444 5.25234
941 1 0.047552 -19.7482 0.368822 6.16388 4.77001 3.65105 1.88025 6.06514
942 1 0.0395853 -20.8753 0.347381 5.88583 4.25044 3.04392 1.57626 6.10633
943 1 0.0437161 -19.7169 0.358622 5.42463 4.17758 3.27785 1.59861 5.87123
944 1 0.0445627 -18.7597 0.378371 7.01048 4.68353 3.51124 2.22505 5.3126
945 1 0.0511345 -20.1091 0.360684 6.44695 4.77548 3.34444 1.77248 6.60307
946 1 0.0470817 -19.6727 0.401036 6.72542 4.76252 3.0303 2.01312 5.81309
947 1 0.0444101 -18.5747 0.377146 6.89846 4.4792 3.79584 2.31843 6.0102
948 1 0.0455002 -19.8739 0.356579 5.78248 5.10541 3.56245 1.7871 6.07416
949 1 0.0347502 -23.2905 0.345775 5.28423 4.81293 2.84025 1.41892 7.53039
950 1 0.0560211 -18.1096 0.383535 5.5969 5.81849 3.65184 2.03741 5.11647
951 1 0.047025 -19.2509 0.337586 5.28888 4.91361 3.92845 1.71872 6.06472
952 1 0.0416581 -20.9247 0.380104 5.43439 5.18185 3.18692 1.71387 6.44969
953 1 0.0503798 -20.7951 0.386521 5.13482 5.45646 3.45987 1.70419 7.53859
954 1 0.0938077 -5.0667 1 7.78454 8.05802 4.82531 2.29719 5.04737
955 1 0.0362379 -19.8647 0.409245 6.12476 4.38359 3.62209 2.10467 5.99666
956 1 0.0504214 -16.7868 0.365083 6.2662 4.35351 3.85483 1.98482 5.48474
957 1 0.0578316 -17.437 0.357366 5.83504 4.43283 3.3775 1.67086 5.21198
958 1 0.086045 -16.1109 0.3516 7.39563 4.65258 3.44288 1.80629 6.52108
959 1 0.0419576 -17.9287 0.350229 7.23793 4.27469 4.78517 2.4991 5.4137
960 1 0.059337 -15.6689 0.418264 5.82696 4.82762 5.03863 2.38464 5.26979
961 1 0.0560295 -19.4785 0.355573 6.00763 5.09911 3.76765 1.66443 7.09491
962 1 0.0623718 -16.9077 0.37861 8.05984 4.17178 3.21656 2.03558 4.5026
963 1 0.0608721 -15.5958 0.368119 6.02079 4.31992 3.48636 1.89435 4.14221
964 1 0.0658554 -17.3272 0.36808 7.08019 4.66092 3.41621 1.96693 4.66931
965 1 0.0599415 -17.0146 0.376551 6.47065 5.19669 4.01431 2.29185 4.67501
966 1 0.0541994 -18.086 0.359739 6.16497 4.65827 3.59937 1.87026 5.35132
967 1 0.049117 -21.0866 0.339857 6.26969 4.55045 3.29956 1.52184 6.97517
968 1 0.042563 -20.0848 0.367191 6.86654 4.35255 3.35989 1.86893 5.47198
969 1 0.0407894 -23.0611 0.353502 7.63708 4.77394 3.08367 1.61513 7.37584
970 1 0.0418498 -23.3719 0.352792 7.93602 5.01751 3.06565 1.60932 7.77845
971 1 0.0676841 -18.5121 0.383828 5.67263 6.18997 3.53377 1.76413 6.87513
972 1 0.0489289 -19.2802 0.353002 6.42215 4.42223 4.83359 2.00148 6.19902
973 1 0.0567016 -15.9868 0.375979 7.42082 4.1147 3.40959 2.14616 4.37144
974 1 0.0606243 -18.0172 0.386848 7.73367 4.15265 2.86291 1.85399 4.99253
975 1 0.0510471 -16.7644 0.370998 5.57795 4.51665 3.47932 1.83992 4.4464
976 1 0.0537181 -18.5541 0.344563 6.04006 4.65804 3.45715 1.7257 5.04028
977 1 0.0427367 -18.1116 0.372616 6.45014 4.28847 3.51959 2.01699 4.80133
978 1 0.0463731 -20.2097 0.350182 7.13509 4.28914 3.20299 1.73117 5.52513
979 1 0.0505606 -16.7835 0.385047 5.6826 4.76888 3.99616 2.08885 4.81099
980 1 0.0493883 -15.3755 0.422228 6.26725 5.0517 4.73494 2.94152 5.1236
981 1 0.0515918 -18.2392 0.366422 6.25962 5.03667 3.92914 2.12923 4.89024
982 1 0.0431769 -17.4524 0.390951 5.79697 4.57413 3.78332 2.08853 4.78241
983 1 0.0385511 -18.0325 0.369243 6.87096 4.32139 4.71903 2.56742 4.89836
984 1 0.0292908 -23.6506 0.323545 5.59959 4.43258 3.54318 1.49481 7.62613
985 1 0.0371021 -22.9844 0.337512 6.82984 5.23708 3.24519 1.66402 7.08674
986 1 0.0268679 -23.9966 0.331256 6.21206 4.16725 3.88259 1.58526 8.01435
987 1 0.0388376 -17.7243 0.40339 6.54807 4.53248 4.35745 2.63082 4.51511
988 1 0.0541958 -17.6566 0.384319 6.3205 4.81045 3.62569 2.08314 4.57941
989 1 0.0492141 -17.2422 0.397196 6.39835 4.32914 4.02705 2.28137 4.93287
990 1 0.0605499 -19.1953 0.366206 7.94359 5.50486 3.42214 2.12642 6.48346
991 1 0.0560934 -18.9985 0.386201 8.22304 5.33261 3.27202 2.4395 5.67497
992 1 0.0372615 -22.5498 0.349658 6.51342 4.74295 2.93138 1.59997 6.69015
993 1 0.0518704 -19.7756 0.354967 6.26479 5.08717 3.70583 1.84173 6.17417
994 1 0.0350456 -19.8994 0.342085 5.67609 4.17606 3.35527 1.71075 5.71273
995 1 0.0471058 -18.9921 0.345806 6.13384 4.93949 3.35167 1.87252 5.91257
996 1 0.0354811 -21.9327 0.346117 5.95986 4.49502 3.4932 1.66266 7.25513
997 1 0.0443017 -21.293 0.349105 6.88764 4.86683 3.12512 1.72823 6.50795
998 1 0.0514274 -18.2964 0.362923 6.52624 5.15673 4.52158 2.45573 5.92213
999 1 0.047378 -17.7203 0.381829 5.45993 5.27961 4.59085 2.26359 5.24715
1000 1 0.0436844 -20.2723 0.360279 6.32911 4.89931 4.82868 2.14561 6.57901
